jnstrans|date|txn|idr|bln|mth
CIRRUS MASTER ISIS|08/28/2019|436|482700000|AUG2019|2019-08
VISA - LOCAL|08/29/2019|77|69850000|AUG2019|2019-08
VISA - INTERNATIONAL|08/29/2019|2164|2414900000|AUG2019|2019-08
PLUS - LOCAL|08/29/2019|155|179100000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/29/2019|2735|3429750000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/29/2019|3553|4090850000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/29/2019|491|518150000|AUG2019|2019-08
VISA - LOCAL|08/30/2019|46|48150000|AUG2019|2019-08
VISA - INTERNATIONAL|08/30/2019|2266|2511600000|AUG2019|2019-08
PLUS - LOCAL|08/30/2019|153|172300000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/30/2019|2933|3678350000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/30/2019|3742|4412400000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/30/2019|501|569800000|AUG2019|2019-08
VISA - LOCAL|08/31/2019|65|65250000|AUG2019|2019-08
VISA - INTERNATIONAL|08/31/2019|2107|2311700000|AUG2019|2019-08
PLUS - LOCAL|08/31/2019|187|223750000|AUG2019|2019-08
PLUS - INTERNATIONAL|08/31/2019|2802|3598600000|AUG2019|2019-08
CIRRUS MASTER NON ISIS|08/31/2019|3417|3805550000|AUG2019|2019-08
CIRRUS MASTER ISIS|08/31/2019|486|551800000|AUG2019|2019-08
VISA - LOCAL|09/01/2019|51|45250000|SEP2019|2019-09
VISA - INTERNATIONAL|09/01/2019|2093|2194000000|SEP2019|2019-09
PLUS - LOCAL|09/01/2019|193|199350000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/01/2019|2639|3119150000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/01/2019|3244|3598700000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/01/2019|466|478300000|SEP2019|2019-09
VISA - LOCAL|09/02/2019|63|80600000|SEP2019|2019-09
VISA - INTERNATIONAL|09/02/2019|2215|2545800000|SEP2019|2019-09
PLUS - LOCAL|09/02/2019|198|236050000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/02/2019|2999|3844900000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/02/2019|0|0|SEP2019|2019-09
CIRRUS MASTER ISIS|09/02/2019|1523|1682150000|SEP2019|2019-09
VISA - LOCAL|09/03/2019|54|82900000|SEP2019|2019-09
VISA - INTERNATIONAL|09/03/2019|1992|2163550000|SEP2019|2019-09
PLUS - LOCAL|09/03/2019|167|181200000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/03/2019|2923|3571800000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/03/2019|3410|4070600000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/03/2019|555|677800000|SEP2019|2019-09
VISA - LOCAL|09/04/2019|73|86350000|SEP2019|2019-09
VISA - INTERNATIONAL|09/04/2019|2124|2360250000|SEP2019|2019-09
PLUS - LOCAL|09/04/2019|188|178300000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/04/2019|2767|3449950000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/04/2019|3233|3732800000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/04/2019|581|668550000|SEP2019|2019-09
VISA - LOCAL|09/05/2019|65|75350000|SEP2019|2019-09
VISA - INTERNATIONAL|09/05/2019|1942|2159050000|SEP2019|2019-09
PLUS - LOCAL|09/05/2019|182|205250000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/05/2019|2941|3507800000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/05/2019|3418|4045800000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/05/2019|569|640400000|SEP2019|2019-09
VISA - LOCAL|09/06/2019|55|72050000|SEP2019|2019-09
VISA - INTERNATIONAL|09/06/2019|2048|2314050000|SEP2019|2019-09
PLUS - LOCAL|09/06/2019|195|190200000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/06/2019|2893|3494600000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/06/2019|3383|3868400000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/06/2019|624|737750000|SEP2019|2019-09
VISA - LOCAL|09/07/2019|72|81900000|SEP2019|2019-09
VISA - INTERNATIONAL|09/07/2019|1996|2115950000|SEP2019|2019-09
PLUS - LOCAL|09/07/2019|206|206550000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/07/2019|2800|3156350000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/07/2019|3039|3385150000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/07/2019|598|645900000|SEP2019|2019-09
VISA - LOCAL|09/08/2019|62|62800000|SEP2019|2019-09
VISA - INTERNATIONAL|09/08/2019|1745|1837000000|SEP2019|2019-09
PLUS - LOCAL|09/08/2019|209|191800000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/08/2019|2465|2752250000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/08/2019|3023|3269250000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/08/2019|583|612750000|SEP2019|2019-09
VISA - LOCAL|09/09/2019|63|74400000|SEP2019|2019-09
VISA - INTERNATIONAL|09/09/2019|2081|2425900000|SEP2019|2019-09
PLUS - LOCAL|09/09/2019|219|230350000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/09/2019|2885|3349200000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/09/2019|9479|0|SEP2019|2019-09
CIRRUS MASTER ISIS|09/09/2019|1876|2012050000|SEP2019|2019-09
VISA - LOCAL|09/10/2019|65|64950000|SEP2019|2019-09
VISA - INTERNATIONAL|09/10/2019|2231|2609000000|SEP2019|2019-09
PLUS - LOCAL|09/10/2019|203|224100000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/10/2019|2805|3319350000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/10/2019|3492|4033500000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/10/2019|667|735500000|SEP2019|2019-09
VISA - LOCAL|09/11/2019|66|82700000|SEP2019|2019-09
VISA - INTERNATIONAL|09/11/2019|2487|3160600000|SEP2019|2019-09
PLUS - LOCAL|09/11/2019|189|209500000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/11/2019|2735|3143050000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/11/2019|3350|3794000000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/11/2019|560|628050000|SEP2019|2019-09
VISA - LOCAL|09/12/2019|51|48950000|SEP2019|2019-09
VISA - INTERNATIONAL|09/12/2019|2314|2698600000|SEP2019|2019-09
PLUS - LOCAL|09/12/2019|206|215000000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/12/2019|2864|3277500000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/12/2019|3548|4038800000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/12/2019|560|570150000|SEP2019|2019-09
VISA - LOCAL|09/13/2019|62|64350000|SEP2019|2019-09
VISA - INTERNATIONAL|09/13/2019|2257|2560900000|SEP2019|2019-09
PLUS - LOCAL|09/13/2019|202|186250000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/13/2019|2826|3175900000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/13/2019|3472|4015000000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/13/2019|631|600200000|SEP2019|2019-09
VISA - LOCAL|09/14/2019|66|57300000|SEP2019|2019-09
VISA - INTERNATIONAL|09/14/2019|2023|2192300000|SEP2019|2019-09
PLUS - LOCAL|09/14/2019|175|171200000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/14/2019|2792|3078250000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/14/2019|3397|3773900000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/14/2019|643|594700000|SEP2019|2019-09
VISA - LOCAL|09/15/2019|53|40850000|SEP2019|2019-09
VISA - INTERNATIONAL|09/15/2019|1818|1906050000|SEP2019|2019-09
PLUS - LOCAL|09/15/2019|177|145950000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/15/2019|2658|2766850000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/15/2019|3117|3297050000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/15/2019|485|423600000|SEP2019|2019-09
VISA - LOCAL|09/16/2019|54|56200000|SEP2019|2019-09
VISA - INTERNATIONAL|09/16/2019|2072|2250400000|SEP2019|2019-09
PLUS - LOCAL|09/16/2019|193|180400000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/16/2019|2772|3231150000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/16/2019|9909|0|SEP2019|2019-09
CIRRUS MASTER ISIS|09/16/2019|1672|1539600000|SEP2019|2019-09
VISA - LOCAL|09/17/2019|64|66200000|SEP2019|2019-09
VISA - INTERNATIONAL|09/17/2019|2133|2465300000|SEP2019|2019-09
PLUS - LOCAL|09/17/2019|171|171750000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/17/2019|2626|2914150000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/17/2019|3199|3579850000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/17/2019|528|527150000|SEP2019|2019-09
VISA - LOCAL|09/18/2019|66|69650000|SEP2019|2019-09
VISA - INTERNATIONAL|09/18/2019|1991|2142200000|SEP2019|2019-09
PLUS - LOCAL|09/18/2019|176|173750000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/18/2019|2704|3202750000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/18/2019|3291|3756500000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/18/2019|555|565700000|SEP2019|2019-09
VISA - LOCAL|09/19/2019|65|61700000|SEP2019|2019-09
VISA - INTERNATIONAL|09/19/2019|2212|2391400000|SEP2019|2019-09
PLUS - LOCAL|09/19/2019|182|156900000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/19/2019|2636|2893700000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/19/2019|3366|3912350000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/19/2019|610|622000000|SEP2019|2019-09
VISA - LOCAL|09/20/2019|74|64050000|SEP2019|2019-09
VISA - INTERNATIONAL|09/20/2019|2064|2252500000|SEP2019|2019-09
PLUS - LOCAL|09/20/2019|197|184600000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/20/2019|2911|3376050000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/20/2019|3353|3896800000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/20/2019|662|701700000|SEP2019|2019-09
VISA - LOCAL|09/21/2019|67|49100000|SEP2019|2019-09
VISA - INTERNATIONAL|09/21/2019|1927|2015350000|SEP2019|2019-09
PLUS - LOCAL|09/21/2019|235|207550000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/21/2019|2810|3075700000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/21/2019|3119|3467400000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/21/2019|570|556300000|SEP2019|2019-09
VISA - LOCAL|09/22/2019|67|68750000|SEP2019|2019-09
VISA - INTERNATIONAL|09/22/2019|1907|1932900000|SEP2019|2019-09
PLUS - LOCAL|09/22/2019|163|136450000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/22/2019|2638|2745450000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/22/2019|3037|3306000000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/22/2019|539|472350000|SEP2019|2019-09
VISA - LOCAL|09/23/2019|64|68150000|SEP2019|2019-09
VISA - INTERNATIONAL|09/23/2019|2042|2197150000|SEP2019|2019-09
PLUS - LOCAL|09/23/2019|203|185100000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/23/2019|2604|2815650000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/23/2019|9420|0|SEP2019|2019-09
CIRRUS MASTER ISIS|09/23/2019|1624|1480150000|SEP2019|2019-09
VISA - LOCAL|09/24/2019|56|42500000|SEP2019|2019-09
VISA - INTERNATIONAL|09/24/2019|2009|2218300000|SEP2019|2019-09
PLUS - LOCAL|09/24/2019|184|178500000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/24/2019|2448|2738890000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/24/2019|3308|3991600000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/24/2019|527|532100000|SEP2019|2019-09
VISA - LOCAL|09/25/2019|66|62300000|SEP2019|2019-09
VISA - INTERNATIONAL|09/25/2019|1877|2113900000|SEP2019|2019-09
PLUS - LOCAL|09/25/2019|154|124700000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/25/2019|2495|3026750000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/25/2019|3139|3698950000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/25/2019|429|458150000|SEP2019|2019-09
VISA - LOCAL|09/26/2019|63|77450000|SEP2019|2019-09
VISA - INTERNATIONAL|09/26/2019|1960|2245050000|SEP2019|2019-09
PLUS - LOCAL|09/26/2019|133|143550000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/26/2019|2661|3321450000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/26/2019|3249|3867950000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/26/2019|444|507550000|SEP2019|2019-09
VISA - LOCAL|09/27/2019|64|75350000|SEP2019|2019-09
VISA - INTERNATIONAL|09/27/2019|2023|2280700000|SEP2019|2019-09
PLUS - LOCAL|09/27/2019|149|144150000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/27/2019|2571|3158850000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/27/2019|3276|3945550000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/27/2019|528|625600000|SEP2019|2019-09
VISA - LOCAL|09/28/2019|61|71950000|SEP2019|2019-09
VISA - INTERNATIONAL|09/28/2019|2041|2217250000|SEP2019|2019-09
PLUS - LOCAL|09/28/2019|153|174850000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/28/2019|2555|3073700000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/28/2019|3165|3684350000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/28/2019|425|460000000|SEP2019|2019-09
VISA - LOCAL|09/29/2019|50|50150000|SEP2019|2019-09
VISA - INTERNATIONAL|09/29/2019|1899|2009600000|SEP2019|2019-09
PLUS - LOCAL|09/29/2019|134|123800000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/29/2019|2383|2727300000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/29/2019|3098|3431200000|SEP2019|2019-09
CIRRUS MASTER ISIS|09/29/2019|403|412350000|SEP2019|2019-09
VISA - LOCAL|09/30/2019|52|59300000|SEP2019|2019-09
VISA - INTERNATIONAL|09/30/2019|2018|2248850000|SEP2019|2019-09
PLUS - LOCAL|09/30/2019|189|215550000|SEP2019|2019-09
PLUS - INTERNATIONAL|09/30/2019|2822|3622150000|SEP2019|2019-09
CIRRUS MASTER NON ISIS|09/30/2019|9422|0|SEP2019|2019-09
CIRRUS MASTER ISIS|09/30/2019|1360|1526450000|SEP2019|2019-09
VISA - LOCAL|10/01/2019|58|66450000|OCT2019|2019-10
VISA - INTERNATIONAL|10/01/2019|1961|2309900000|OCT2019|2019-10
PLUS - LOCAL|10/01/2019|189|213650000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/01/2019|2843|3724450000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/01/2019|3499|4283150000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/01/2019|525|663150000|OCT2019|2019-10
VISA - LOCAL|10/02/2019|64|80400000|OCT2019|2019-10
VISA - INTERNATIONAL|10/02/2019|1851|2213600000|OCT2019|2019-10
PLUS - LOCAL|10/02/2019|163|176150000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/02/2019|2788|3565900000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/02/2019|3226|3913950000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/02/2019|537|668650000|OCT2019|2019-10
VISA - LOCAL|10/03/2019|72|73850000|OCT2019|2019-10
VISA - INTERNATIONAL|10/03/2019|1862|2055100000|OCT2019|2019-10
PLUS - LOCAL|10/03/2019|174|187300000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/03/2019|2806|3507900000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/03/2019|3244|3849850000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/03/2019|553|663150000|OCT2019|2019-10
VISA - LOCAL|10/04/2019|54|66600000|OCT2019|2019-10
VISA - INTERNATIONAL|10/04/2019|1968|2152800000|OCT2019|2019-10
PLUS - LOCAL|10/04/2019|212|233700000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/04/2019|2812|3472400000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/04/2019|3143|3804400000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/04/2019|579|631500000|OCT2019|2019-10
VISA - LOCAL|10/05/2019|50|47900000|OCT2019|2019-10
VISA - INTERNATIONAL|10/05/2019|1819|1958500000|OCT2019|2019-10
PLUS - LOCAL|10/05/2019|205|185550000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/05/2019|2715|3180900000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/05/2019|3041|3660300000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/05/2019|572|592100000|OCT2019|2019-10
VISA - LOCAL|10/06/2019|55|52000000|OCT2019|2019-10
VISA - INTERNATIONAL|10/06/2019|1778|1891850000|OCT2019|2019-10
PLUS - LOCAL|10/06/2019|175|153600000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/06/2019|2447|2657700000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/06/2019|2899|3395300000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/06/2019|521|483350000|OCT2019|2019-10
VISA - LOCAL|10/07/2019|54|81600000|OCT2019|2019-10
VISA - INTERNATIONAL|10/07/2019|1826|2049300000|OCT2019|2019-10
PLUS - LOCAL|10/07/2019|191|204550000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/07/2019|2812|3460750000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/07/2019|8908|0|OCT2019|2019-10
CIRRUS MASTER ISIS|10/07/2019|1719|1792750000|OCT2019|2019-10
VISA - LOCAL|10/08/2019|56|60950000|OCT2019|2019-10
VISA - INTERNATIONAL|10/08/2019|1837|2129450000|OCT2019|2019-10
PLUS - LOCAL|10/08/2019|203|200350000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/08/2019|2661|3062850000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/08/2019|2971|3593900000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/08/2019|685|774750000|OCT2019|2019-10
VISA - LOCAL|10/09/2019|56|59650000|OCT2019|2019-10
VISA - INTERNATIONAL|10/09/2019|1885|2240550000|OCT2019|2019-10
PLUS - LOCAL|10/09/2019|215|213950000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/09/2019|2715|3126910000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/09/2019|2994|3606600000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/09/2019|574|651150000|OCT2019|2019-10
VISA - LOCAL|10/10/2019|61|72000000|OCT2019|2019-10
VISA - INTERNATIONAL|10/10/2019|1919|2254300000|OCT2019|2019-10
PLUS - LOCAL|10/10/2019|188|205700000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/10/2019|2708|3186700000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/10/2019|2926|3561500000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/10/2019|576|630150000|OCT2019|2019-10
VISA - LOCAL|10/11/2019|70|70200000|OCT2019|2019-10
VISA - INTERNATIONAL|10/11/2019|2374|3100750000|OCT2019|2019-10
PLUS - LOCAL|10/11/2019|199|212400000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/11/2019|2865|3258650000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/11/2019|3042|3549100000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/11/2019|594|623750000|OCT2019|2019-10
VISA - LOCAL|10/12/2019|67|58950000|OCT2019|2019-10
VISA - INTERNATIONAL|10/12/2019|2147|2496950000|OCT2019|2019-10
PLUS - LOCAL|10/12/2019|209|197400000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/12/2019|2896|3151600000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/12/2019|3041|3523350000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/12/2019|578|559900000|OCT2019|2019-10
VISA - LOCAL|10/13/2019|74|69650000|OCT2019|2019-10
VISA - INTERNATIONAL|10/13/2019|1954|2082850000|OCT2019|2019-10
PLUS - LOCAL|10/13/2019|196|169500000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/13/2019|2634|2793200000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/13/2019|2819|3172450000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/13/2019|565|537000000|OCT2019|2019-10
VISA - LOCAL|10/14/2019|71|78000000|OCT2019|2019-10
VISA - INTERNATIONAL|10/14/2019|2084|2529800000|OCT2019|2019-10
PLUS - LOCAL|10/14/2019|214|207450000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/14/2019|2945|3498700000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/14/2019|8776|0|OCT2019|2019-10
CIRRUS MASTER ISIS|10/14/2019|1746|1738850000|OCT2019|2019-10
VISA - LOCAL|10/15/2019|86|89450000|OCT2019|2019-10
VISA - INTERNATIONAL|10/15/2019|1987|2340850000|OCT2019|2019-10
PLUS - LOCAL|10/15/2019|207|195500000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/15/2019|2846|3372650000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/15/2019|3000|3657750000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/15/2019|576|581250000|OCT2019|2019-10
VISA - LOCAL|10/16/2019|56|58050000|OCT2019|2019-10
VISA - INTERNATIONAL|10/16/2019|1911|2210950000|OCT2019|2019-10
PLUS - LOCAL|10/16/2019|164|165850000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/16/2019|2727|3174000000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/16/2019|2942|3622700000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/16/2019|521|519650000|OCT2019|2019-10
VISA - LOCAL|10/17/2019|66|55850000|OCT2019|2019-10
VISA - INTERNATIONAL|10/17/2019|1835|2053600000|OCT2019|2019-10
PLUS - LOCAL|10/17/2019|167|152200000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/17/2019|2660|3108600000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/17/2019|2916|3593350000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/17/2019|576|545800000|OCT2019|2019-10
VISA - LOCAL|10/18/2019|65|66350000|OCT2019|2019-10
VISA - INTERNATIONAL|10/18/2019|1922|2185300000|OCT2019|2019-10
PLUS - LOCAL|10/18/2019|205|183950000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/18/2019|2774|3172150000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/18/2019|3723|4391750000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/18/2019|14|14700000|OCT2019|2019-10
VISA - LOCAL|10/19/2019|72|60200000|OCT2019|2019-10
VISA - INTERNATIONAL|10/19/2019|1859|1990900000|OCT2019|2019-10
PLUS - LOCAL|10/19/2019|218|178100000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/19/2019|2785|2914500000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/19/2019|3723|4391750000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/19/2019|14|14700000|OCT2019|2019-10
VISA - LOCAL|10/20/2019|72|60200000|OCT2019|2019-10
VISA - INTERNATIONAL|10/20/2019|1859|1990900000|OCT2019|2019-10
PLUS - LOCAL|10/20/2019|218|178100000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/20/2019|2785|2914500000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/20/2019|3723|4391750000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/20/2019|14|14700000|OCT2019|2019-10
VISA - LOCAL|10/21/2019|78|76700000|OCT2019|2019-10
VISA - INTERNATIONAL|10/21/2019|1839|2069650000|OCT2019|2019-10
PLUS - LOCAL|10/21/2019|197|163600000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/21/2019|2738|3236150000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/21/2019|6594|7515750000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/21/2019|574|511000000|OCT2019|2019-10
VISA - LOCAL|10/22/2019|67|64500000|OCT2019|2019-10
VISA - INTERNATIONAL|10/22/2019|1841|2053900000|OCT2019|2019-10
PLUS - LOCAL|10/22/2019|186|174100000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/22/2019|2524|2894750000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/22/2019|2844|3438550000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/22/2019|572|557650000|OCT2019|2019-10
VISA - LOCAL|10/23/2019|76|63600000|OCT2019|2019-10
VISA - INTERNATIONAL|10/23/2019|1705|1990750000|OCT2019|2019-10
PLUS - LOCAL|10/23/2019|154|128550000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/23/2019|2523|2787700000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/23/2019|2912|3553950000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/23/2019|542|497650000|OCT2019|2019-10
VISA - LOCAL|10/24/2019|59|60000000|OCT2019|2019-10
VISA - INTERNATIONAL|10/24/2019|1932|2258400000|OCT2019|2019-10
PLUS - LOCAL|10/24/2019|182|159450000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/24/2019|2515|2838400000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/24/2019|3119|3814350000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/24/2019|507|431650000|OCT2019|2019-10
VISA - LOCAL|10/25/2019|58|44300000|OCT2019|2019-10
VISA - INTERNATIONAL|10/25/2019|1937|2253000000|OCT2019|2019-10
PLUS - LOCAL|10/25/2019|166|156450000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/25/2019|2634|3184600000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/25/2019|3156|3922250000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/25/2019|497|502550000|OCT2019|2019-10
VISA - LOCAL|10/26/2019|66|49550000|OCT2019|2019-10
VISA - INTERNATIONAL|10/26/2019|1802|1922350000|OCT2019|2019-10
PLUS - LOCAL|10/26/2019|169|160900000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/26/2019|2608|2962300000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/26/2019|3023|3473350000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/26/2019|504|534250000|OCT2019|2019-10
VISA - LOCAL|10/27/2019|47|36750000|OCT2019|2019-10
VISA - INTERNATIONAL|10/27/2019|1634|1710000000|OCT2019|2019-10
PLUS - LOCAL|10/27/2019|142|139650000|OCT2019|2019-10
PLUS - INTERNATIONAL|10/27/2019|2394|2672850000|OCT2019|2019-10
CIRRUS MASTER NON ISIS|10/27/2019|2622|2994150000|OCT2019|2019-10
CIRRUS MASTER ISIS|10/27/2019|428|358200000|OCT2019|2019-10
